ingredients,t_ingredient_name,normalized_name
紅辣椒粉,紅辣椒粉,辣椒
長方型米血塊,長方型米血塊,豬血
薑3-4片,薑3-4片,薑
蔥,蔥,蔥
蒜頭,蒜頭,蒜
黑麻油（一般麻油）,黑麻油,食用油
米酒,米酒,米酒
糖,糖,糖
醬油膏,醬油膏,醬油膏
鹽巴或雞粉,鹽巴或雞粉,雞肉
黑豆鼓,黑豆鼓,黑豆
紅蘿蔔,紅蘿蔔,紅蘿蔔
乾香菇,乾香菇,香菇
香菇水,香菇水,香菇水
桂竹筍,桂竹筍,竹筍
鹽,鹽,鹽
昆布粉,昆布粉,昆布
油,油,食用油
辣椒（可不放）,辣椒,辣椒
香菇素蠔油,香菇素蠔油,蠔油
黑胡椒粉,黑胡椒粉,胡椒粉
薑片,薑片,薑
金針菇,金針菇,金針菇
雞蛋,雞蛋,雞蛋
中筋麵粉,中筋麵粉,麵粉
紅蘿蔔(切幼絲）,紅蘿蔔(切幼絲）,紅蘿蔔
青蔥,青蔥,蔥
油豆腐,油豆腐,豆腐
蔥花,蔥花,蔥
蒜頭,蒜頭,蒜
雞腿肉,雞腿肉,雞肉
冷藏青豆,冷藏青豆,青豆
紅蔥頭 或 洋蔥,紅蔥頭 或 洋蔥,洋蔥
雞蛋,雞蛋,雞蛋
高湯 或 水,高湯 或 水,雞肉
味醂,味醂,味醂
糖,糖,糖
醬油,醬油,醬油
鰹魚粉（可删略）,鰹魚粉,鰹魚粉
冷凍水餃,冷凍水餃,水餃
蒜末,蒜末,蒜
蔥花,蔥花,蔥
辣油,辣油,食用油
香油,香油,芝麻油
蛤蜊,蛤蜊,蛤蜊
蒜頭,蒜頭,蒜
番茄,番茄,番茄
檸檬汁,檸檬汁,檸檬
白酒,白酒,酒
寬葉巴西里（或香菜）,寬葉巴西里,巴西里
檸檬角,檸檬角,檸檬
橄欖油,橄欖油,橄欖油
鹽,鹽,鹽
蒜苗,蒜苗,蒜苗
肉絲或肉末,肉絲或肉末,肉
鹽,鹽,鹽
高湯1,高湯1,雞肉
3杯或雞粉,3杯或雞粉,雞肉
油,油,食用油
米酒,米酒,米酒
鹽,鹽,鹽
太白粉,太白粉,太白粉
油,油,食用油
豬絞肉,豬絞肉,豬肉
豆腐,豆腐,豆腐
蕃茄,蕃茄,番茄
蔥花,蔥花,蔥
麻油,麻油,芝麻油
醬油,醬油,醬油
老抽（可删略）,老抽,醬油
糖,糖,糖
吐司,吐司,吐司
草莓果醬,草莓果醬,草莓醬
鮮奶,鮮奶,牛奶
細砂糖,細砂糖,糖
雞蛋,雞蛋,雞蛋
香草粉（無亦可）,香草粉,香草
鹽巴,鹽巴,鹽
植物油,植物油,食用油
無鹽奶油,無鹽奶油,奶油
鮪魚罐頭,鮪魚罐頭,鮪魚
雞蛋,雞蛋,雞蛋
杏鮑菇,杏鮑菇,杏鮑菇
水~煮杏鮑菇,水~煮杏鮑菇,杏鮑菇
水~調蛋液,水~調蛋液,雞蛋
杏鮑菇,杏鮑菇,杏鮑菇
香菜,香菜,香菜
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
醬油膏,醬油膏,醬油膏
麻油,麻油,芝麻油
油,油,食用油
紅蔥頭,紅蔥頭,紅蔥頭
薑,薑,薑
蝦子,蝦子,蝦
冰糖,冰糖,糖
米酒,米酒,米酒
醬油,醬油,醬油
蔥,蔥,蔥
蒜仁,蒜仁,蒜頭
辣椒,辣椒,辣椒
白胡椒粉,白胡椒粉,白胡椒粉
黑麻油,黑麻油,食用油
九層塔葉,九層塔葉,九層塔
OXO好好握油切濾網,OXO好好握油切濾網,
日本 Kikka 銀峯菊花土鍋,日本 Kikka 銀峯菊花土鍋,非食材
瘦絞肉,瘦絞肉,牛肉
微甜菜埔,微甜菜埔,蘿蔔
四季豆,四季豆,四季豆
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
蒜頭,蒜頭,蒜
油,油,食用油
日式醬油,日式醬油,黃豆
味霖,味霖,味醂
醬油膏,醬油膏,醬油膏
紅蘿蔔大條,紅蘿蔔大條,紅蘿蔔
雞里肌,雞里肌,雞肉
薑片切絲,薑片切絲,薑
油,油,食用油
醬油,醬油,醬油
太白粉,太白粉,太白粉
米酒,米酒,米酒
油,油,食用油
絞肉,絞肉,豬肉
豆干,豆干,黃豆
蒜頭,蒜頭,蒜
油蔥酥,油蔥酥,油蔥酥
白胡椒,白胡椒,白胡椒
素蠔油,素蠔油,蠔油
米酒,米酒,米酒
洋蔥,洋蔥,洋蔥
紅蘿蔔,紅蘿蔔,紅蘿蔔
鴻禧菇,鴻禧菇,鴻喜菇
小甜椒,小甜椒,甜椒
生菜,生菜,生菜
牛肉片,牛肉片,牛肉
蔥,蔥,蔥
蒜瓣,蒜瓣,大蒜
韓式辣醬,韓式辣醬,米
燒肉醬,燒肉醬,燒肉醬
熱開水,熱開水,水
米酒,米酒,米酒
醬油,醬油,醬油
芝麻油,芝麻油,食用油
青花椰菜,青花椰菜,花椰菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
四季豆,四季豆,四季豆
乾香菇,乾香菇,香菇
素火腿,素火腿,大豆
番茄,番茄,番茄
鹽,鹽,鹽
香菇素蠔油,香菇素蠔油,蠔油
素沙茶,素沙茶,食用油
白花椰菜,白花椰菜,花椰菜
鹽巴,鹽巴,鹽
蒜頭,蒜頭,蒜
紅辣椒,紅辣椒,辣椒
麻油,麻油,芝麻油
醬油膏,醬油膏,醬油膏
沙茶醬,沙茶醬,沙茶醬
青葱,青葱,青葱
水,水,水
麵包,麵包,麵粉
雞蛋,雞蛋,雞蛋
糖,糖,糖
肉桂粉,肉桂粉,肉桂粉
水果,水果,水果
牛奶,牛奶,牛奶
豆腐,豆腐,豆腐
雞蛋,雞蛋,雞蛋
洋蔥,洋蔥,洋蔥
鮮香菇,鮮香菇,香菇
蔥,蔥,蔥
油,油,食用油
七味粉（含黑芝麻）,七味粉,香料
日式昆布醬油,日式昆布醬油,大豆
味醂,味醂,味醂
糖,糖,糖
水,水,水
麵粉,麵粉,麵粉
泡打粉,泡打粉,泡打粉
糖,糖,糖
雞蛋,雞蛋,雞蛋
植物油,植物油,食用油
牛奶,牛奶,牛奶
巧克力碎片,巧克力碎片,牛奶
無糖可可粉,無糖可可粉,可可粉
扁鱈（大比目魚）,扁鱈,鱈魚
薑絲,薑絲,薑
米酒,米酒,米酒
鹽,鹽,鹽
白胡椒粉,白胡椒粉,白胡椒粉
韭菜花,韭菜花,韭菜花
細豬絞肉,細豬絞肉,豬肉
乾豆豉,乾豆豉,豆
辣椒,辣椒,辣椒
蒜末,蒜末,蒜
醬油,醬油,醬油
糖,糖,糖
香油,香油,芝麻油
米酒,米酒,米酒
雞蛋豆腐,雞蛋豆腐,豆腐
太白粉,太白粉,太白粉
蒜頭,蒜頭,蒜
蔥,蔥,蔥
醬油膏,醬油膏,醬油膏
醬油,醬油,醬油
糖,糖,糖
水,水,水
枸杞,枸杞,枸杞
娃娃菜,娃娃菜,娃娃菜
老薑,老薑,薑
鹽,鹽,鹽
黑木耳,黑木耳,木耳
金針菇,金針菇,金針菇
豬肉絲,豬肉絲,豬肉
紅蘿蔔絲,紅蘿蔔絲,紅蘿蔔
青蔥,青蔥,蔥
紅辣椒(可免),紅辣椒,辣椒
醬油,醬油,醬油
蠔油,蠔油,蠔油
烏醋,烏醋,烏醋
糖,糖,糖
鹽,鹽,鹽
馬鈴薯,馬鈴薯,馬鈴薯
鮪魚罐頭,鮪魚罐頭,鮪魚
雞蛋,雞蛋,雞蛋
蔥末,蔥末,蔥
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
馬鈴薯,馬鈴薯,馬鈴薯
豬絞肉,豬絞肉,豬肉
橄欖油,橄欖油,橄欖油
鹽巴,鹽巴,鹽
青葱,青葱,青葱
白醋,白醋,白醋
水,水,水
白蝦,白蝦,蝦
蒜頭,蒜頭,蒜
蔥,蔥,蔥
水,水,水
醬油膏,醬油膏,醬油膏
黑胡椒粉,黑胡椒粉,胡椒粉
豬肉切薄片,豬肉切薄片,豬肉
豆芽,豆芽,豆
洋蔥,洋蔥,洋蔥
切幼絲,切幼絲,
醬油,醬油,醬油
辣椒醬,辣椒醬,辣椒醬
味醂,味醂,味醂
蒜末,蒜末,蒜
糖,糖,糖
麻油,麻油,芝麻油
火鍋肉片,火鍋肉片,肉片
蘆筍,蘆筍,蘆筍
低筋麵粉,低筋麵粉,麵粉
醬油,醬油,醬油
米霖,米霖,米
白醋,白醋,白醋
奶油(可略),奶油,奶油
小黃瓜,小黃瓜,小黃瓜
梅花豬火鍋肉片,梅花豬火鍋肉片,豬肉
大蒜,大蒜,蒜
芝麻,芝麻,芝麻
醬油,醬油,醬油
味霖 各,味霖 各,米
梅花豬火鍋肉片,梅花豬火鍋肉片,豬肉
薄皮小馬鈴薯,薄皮小馬鈴薯,馬鈴薯
紅蘿蔔,紅蘿蔔,紅蘿蔔
洋蔥 各,洋蔥 各,洋蔥
味噌,味噌,味噌
味霖,味霖,味醂
蔥絲,蔥絲,蔥
玉米粒(爆米花用）,玉米粒(爆米花用）,玉米
彩色棉花糖,彩色棉花糖,豬肉
奶油,奶油,奶油
橄欖油,橄欖油,橄欖油
雪白菇,雪白菇,菇
玉米筍,玉米筍,玉米筍
甜豆,甜豆,豌豆
珠蔥,珠蔥,珠蔥
鹽,鹽,鹽
柴魚粉,柴魚粉,柴魚粉
玄米油,玄米油,食用油
薑或蒜末（今天兩個都沒加）,薑或蒜末,薑
水蓮,水蓮,水蓮
紅辣椒切圈圈(不吃辣可以省略),紅辣椒切圈圈,辣椒
煮熟拆好的雞絲或新鮮雞柳切絲,煮熟拆好的雞絲或新鮮雞柳切絲,雞肉
蒜末或薑末,蒜末或薑末,大蒜
油,油,食用油
高湯或柴魚粉,高湯或柴魚粉,魚肉
鹽,鹽,鹽
菠菜500g,菠菜500g,菠菜
薑片6片切細絲,薑片6片切細絲,薑
油,油,食用油
高湯(或柴魚粉1,高湯(或柴魚粉1,柴魚
2小匙),2小匙),無
鹽,鹽,鹽
火鍋肉片,火鍋肉片,肉片
青蔥,青蔥,蔥
蒜頭,蒜頭,蒜
紅辣椒,紅辣椒,辣椒
醬油,醬油,醬油
蠔油,蠔油,蠔油
油,油,食用油
蜂蜜,蜂蜜,蜂蜜
黑胡椒粉,黑胡椒粉,胡椒粉
清水,清水,水
洋蔥,洋蔥,洋蔥
牛,牛,牛肉
豬薄肉片（火鍋肉片）,豬薄肉片,豬肉
日式醬油,日式醬油,黃豆
味霖,味霖,味醂
米酒,米酒,米酒
水,水,水
韭菜花,韭菜花,韭菜花
豬絞肉,豬絞肉,豬肉
蒜末,蒜末,蒜
薑末,薑末,薑
黑豆鼓,黑豆鼓,黑豆
油,油,食用油
辣椒,辣椒,辣椒
醬油膏,醬油膏,醬油膏
糖,糖,糖
隔夜飯,隔夜飯,米
雞蛋,雞蛋,雞蛋
培根,培根,培根
青椒,青椒,青椒
醬油,醬油,醬油
黑胡椒粉,黑胡椒粉,胡椒粉
馬鈴薯,馬鈴薯,馬鈴薯
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
黑胡椒粒,黑胡椒粒,胡椒粒
去骨雞腿肉,去骨雞腿肉,雞肉
片栗粉或太白粉,片栗粉或太白粉,澱粉
日式醬油,日式醬油,黃豆
美乃滋或沙拉醬,美乃滋或沙拉醬,雞蛋
醬油,醬油,醬油
糖,糖,糖
蒜末,蒜末,蒜
鹽,鹽,鹽
白胡椒,白胡椒,白胡椒
白蝦,白蝦,蝦
舫魚片,舫魚片,魚肉
冬粉,冬粉,冬粉
米酒,米酒,米酒
太白粉,太白粉,太白粉
鹽巴,鹽巴,鹽
蒜頭,蒜頭,蒜
蒸魚醬油,蒸魚醬油,醬油
水,水,水
香油,香油,芝麻油
糖,糖,糖
麵線(細麵),麵線,麵線
烏醋,烏醋,烏醋
醬油,醬油,醬油
香油,香油,芝麻油
糖,糖,糖
蔥切段段或蔥花,蔥切段段或蔥花,蔥
火鍋牛肉片(偏瘦),火鍋牛肉片,牛肉
洋蔥,洋蔥,洋蔥
鴻喜菇,鴻喜菇,鴻喜菇
青蔥,青蔥,蔥
鹽,鹽,鹽
米酒,米酒,米酒
橄欖油,橄欖油,橄欖油
小南瓜去籽切薄片,小南瓜去籽切薄片,南瓜
薑切片,薑切片,薑
雞腿骨,雞腿骨,雞肉
雞背骨,雞背骨,雞肉
雞骨架,雞骨架,雞肉
想放雞腿的話……,想放雞腿的話……,雞肉
鹽,鹽,鹽
罐頭鮪魚肉,罐頭鮪魚肉,鮪魚
雞胸絞肉,雞胸絞肉,雞肉
蛋,蛋,雞蛋
鹽,鹽,鹽
黑胡椒粒,黑胡椒粒,胡椒粒
奶油,奶油,奶油
棉花糖,棉花糖,玉米
蔓越莓乾,蔓越莓乾,蔓越莓
花生粒,花生粒,花生
餅乾,餅乾,奶油
奶粉,奶粉,奶粉
豬絞肉,豬絞肉,豬肉
蒜末,蒜末,蒜
洋蔥丁,洋蔥丁,洋蔥
美生菜,美生菜,美生菜
帕馬森起司粉(可省),帕馬森起司粉,起司
白飯,白飯,米飯
蠔油,蠔油,蠔油
番茄醬,番茄醬,番茄醬
醬油,醬油,醬油
鹽,鹽,鹽
研磨黑胡椒,研磨黑胡椒,黑胡椒
蛋餅皮,蛋餅皮,雞蛋
雞蛋,雞蛋,雞蛋
起司片,起司片,起司
馬拉瑞拉乳酪絲,馬拉瑞拉乳酪絲,乳酪
嫩豆腐,嫩豆腐,豆腐
絞肉,絞肉,豬肉
蔥花,蔥花,蔥
蒜末,蒜末,蒜
白胡椒粉,白胡椒粉,白胡椒粉
醬油,醬油,醬油
米油,米油,食用油
蠔油,蠔油,蠔油
太白粉水,太白粉水,太白粉
無鹽奶油,無鹽奶油,奶油
低筋麵粉,低筋麵粉,麵粉
全蛋,全蛋,雞蛋
牛奶,牛奶,牛奶
無糖可可粉,無糖可可粉,可可粉
細砂糖,細砂糖,糖
巧克力豆,巧克力豆,可可豆
鹽,鹽,鹽
蚵仔,蚵仔,蚵仔
嫩豆腐,嫩豆腐,豆腐
豆鼓,豆鼓,黃豆
蔥,蔥,蔥
蒜,蒜,蒜
辣椒,辣椒,辣椒
太白粉,太白粉,太白粉
醬油膏,醬油膏,醬油膏
醋,醋,白醋
糖,糖,糖
水,水,水
豬絞肉,豬絞肉,豬肉
冬粉（粉絲）,冬粉,冬粉
青蔥,青蔥,蔥
香菜(可略),香菜,香菜
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
醬油,醬油,醬油
素蠔油(醬油膏),素蠔油,蠔油
糖,糖,糖
胡椒粉,胡椒粉,胡椒
水,水,水
芹菜葉,芹菜葉,芹菜
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
蛋,蛋,雞蛋
低筋麵粉,低筋麵粉,麵粉
水,水,水
鹽巴,鹽巴,鹽
白胡椒粉,白胡椒粉,白胡椒粉
黑輪條,黑輪條,魚肉
玉米筍,玉米筍,玉米筍
小黃瓜,小黃瓜,小黃瓜
胡蘿蔔,胡蘿蔔,紅蘿蔔
蒜頭,蒜頭,蒜
鹽、烹大師,鹽、烹大師,牛肉
米線,米線,米
豬絞肉,豬絞肉,豬肉
酸菜,酸菜,酸菜
雞高湯,雞高湯,高湯
醬油,醬油,醬油
黑醬油,黑醬油,黃豆
白醋,白醋,白醋
辣豆瓣醬,辣豆瓣醬,豆瓣醬
麻油,麻油,芝麻油
雞腿肉,雞腿肉,雞肉
青椒,青椒,青椒
洋蔥,洋蔥,洋蔥
蒜頭,蒜頭,蒜
辣椒(增色用可略),辣椒,辣椒
醬油,醬油,醬油
米酒,米酒,米酒
胡椒,胡椒,胡椒
糖,糖,糖
鹽,鹽,鹽
太白粉,太白粉,太白粉
蒜苗粗絲,蒜苗粗絲,蒜苗
客家鹹豬肉切片,客家鹹豬肉切片,豬肉
紅椒粗絲,紅椒粗絲,紅椒
黃椒粗絲,黃椒粗絲,黃椒
米酒,米酒,米酒
牛蕃茄,牛蕃茄,番茄
青江菜,青江菜,青江菜
虱目魚丸,虱目魚丸,虱目魚
鹽巴,鹽巴,鹽
水,水,水
蛋餅皮,蛋餅皮,雞蛋
豆芽菜,豆芽菜,豆芽菜
大蒜,大蒜,蒜
青蔥,青蔥,蔥
雞蛋,雞蛋,雞蛋
鹽和黑胡椒,鹽和黑胡椒,黑胡椒
醬油,醬油,醬油
培根,培根,培根
馬鈴薯,馬鈴薯,馬鈴薯
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
蔥花(配色用可略),蔥花,蔥
花枝丸,花枝丸,花枝丸
小黃瓜,小黃瓜,小黃瓜
玉米筍,玉米筍,玉米筍
大蒜,大蒜,蒜
鹽,鹽,鹽
糖,糖,糖
酒,酒,酒
香油,香油,芝麻油
小豆干,小豆干,黃豆
魚干,魚干,魚
荽芫,荽芫,香菜
橄欖油,橄欖油,橄欖油
麻油,麻油,芝麻油
白胡椒粉,白胡椒粉,白胡椒粉
紅辣椒,紅辣椒,辣椒
蒜頭,蒜頭,蒜
醬油,醬油,醬油
日式素麵,日式素麵,小麥
青蔥,青蔥,蔥
芝麻醬,芝麻醬,芝麻
芝麻.七味粉,芝麻.七味粉,芝麻
青椒,青椒,青椒
罐頭鮪魚肉(油漬),罐頭鮪魚肉,鮪魚
鹽,鹽,鹽
黑胡椒粒,黑胡椒粒,胡椒粒
鹹豬肉,鹹豬肉,豬肉
青蒜苗,青蒜苗,青蒜苗
米酒,米酒,米酒
紅辣椒,紅辣椒,辣椒
維力炸醬麵,維力炸醬麵,麵粉
豬五花,豬五花,豬肉
高麗菜,高麗菜,高麗菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
木耳,木耳,木耳
花菇,花菇,花菇
青蔥,青蔥,蔥
醬油,醬油,醬油
油蔥酥,油蔥酥,油蔥酥
香菇水,香菇水,香菇水
大蝦,大蝦,蝦
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
胡椒粉,胡椒粉,胡椒
糖,糖,糖
麻油,麻油,芝麻油
調理酒,調理酒,米
蔥粒,蔥粒,蔥
馬鈴薯,馬鈴薯,馬鈴薯
雞胸肉(去皮),雞胸肉,雞肉
蔥花,蔥花,蔥
辣椒圈,辣椒圈,辣椒
米酒,米酒,米酒
糖&鹽,糖&鹽,糖
白胡椒,白胡椒,白胡椒
醬油,醬油,醬油
太白粉,太白粉,太白粉
蘆筍,蘆筍,蘆筍
馬鈴薯,馬鈴薯,馬鈴薯
枸杞,枸杞,枸杞
水,水,水
鹽,鹽,鹽
厚片吐司,厚片吐司,麵粉
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
胡椒粉,胡椒粉,胡椒
食用油,食用油,食用油
蔥,蔥,蔥
洋蔥,洋蔥,洋蔥
雞蛋,雞蛋,雞蛋
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
火鍋牛肉片,火鍋牛肉片,牛肉
嫩薑,嫩薑,薑
橄欖油,橄欖油,橄欖油
醬油,醬油,醬油
米酒,米酒,米酒
辣椒,辣椒,辣椒
杏鮑菇,杏鮑菇,杏鮑菇
青葱,青葱,青葱
鹽巴,鹽巴,鹽
豆瓣醬,豆瓣醬,豆瓣醬
橄欖油,橄欖油,橄欖油
市售雞蛋豆腐,市售雞蛋豆腐,雞蛋
蔥,蔥,蔥
蒜頭,蒜頭,蒜
醬油,醬油,醬油
糖,糖,糖
三角油豆腐,三角油豆腐,油豆腐
豬絞肉,豬絞肉,豬肉
碎蒜頭,碎蒜頭,蒜頭
薑泥,薑泥,薑
青蔥,青蔥,蔥
米酒,米酒,米酒
深色醬油,深色醬油,黃豆
醬油膏,醬油膏,醬油膏
白胡椒,白胡椒,白胡椒
水,水,水
地瓜,地瓜,地瓜
雞蛋,雞蛋,雞蛋
蔥,蔥,蔥
鹽,鹽,鹽
胡椒,胡椒,胡椒
馬鈴薯,馬鈴薯,馬鈴薯
梅花豬肉塊,梅花豬肉塊,豬肉
紅蘿蔔,紅蘿蔔,紅蘿蔔
洋蔥,洋蔥,洋蔥
青蔥,青蔥,蔥
水,水,水
醬油,醬油,醬油
味噌,味噌,味噌
味醂,味醂,味醂
米酒,米酒,米酒
金針菇,金針菇,金針菇
鹽,鹽,鹽
雞蛋,雞蛋,雞蛋
中（高）筋麵粉,中筋麵粉,麵粉
咖哩粉,咖哩粉,咖哩粉
去骨雞腿肉,去骨雞腿肉,雞肉
蔥,蔥,蔥
鹽,鹽,鹽
黑胡椒(或白胡椒),黑胡椒,黑胡椒
中小型牛番茄,中小型牛番茄,番茄
罐頭鮪魚肉,罐頭鮪魚肉,鮪魚
蛋,蛋,雞蛋
鹽,鹽,鹽
白胡椒粉,白胡椒粉,白胡椒粉
豆包,豆包,豆包
香菜,香菜,香菜
豬絞肉,豬絞肉,豬肉
洋蔥,洋蔥,洋蔥
蔥,蔥,蔥
蒜末,蒜末,蒜
薑末,薑末,薑
豆瓣醬,豆瓣醬,豆瓣醬
醬油,醬油,醬油
醬油膏,醬油膏,醬油膏
砂糖,砂糖,糖
水,水,水
麵腸,麵腸,小麥
花生,花生,花生
麵粉,麵粉,麵粉
紅椒,紅椒,甜椒
醬油膏,醬油膏,醬油膏
薑末,薑末,薑
辣椒末,辣椒末,辣椒
辣油,辣油,食用油
白醋,白醋,白醋
蒜末,蒜末,蒜
香油,香油,芝麻油
蔥花,蔥花,蔥
愛之味 泡菜,愛之味 泡菜,高麗菜
牛肉（可略,牛肉（可略,牛肉
切絲）,切絲）,
小黃瓜（滾刀切）,小黃瓜,小黃瓜
木耳（長條狀）,木耳,木耳
杏鮑菇（大塊長條）,杏鮑菇,杏鮑菇
洋蔥（切厚絲,洋蔥（切厚絲,洋蔥
約0.5cm）,約0.5cm）,無
小辣椒末（我家嗜辣）,小辣椒末,辣椒
蒜末,蒜末,蒜
鹽,鹽,鹽
糖,糖,糖
醬油,醬油,醬油
米酒,米酒,米酒
奶油（可略）,奶油,奶油
芝麻,芝麻,芝麻
油,油,食用油
磨菇,磨菇,磨菇
雞蛋,雞蛋,雞蛋
魚露,魚露,魚露
蔥粒,蔥粒,蔥
吳郭魚,吳郭魚,魚
蔥段,蔥段,蔥
薑,薑,薑
辣椒,辣椒,辣椒
橄欖油,橄欖油,橄欖油
醬油,醬油,醬油
鮮蚵,鮮蚵,蚵
豆豉,豆豉,豆豉
嫩豆腐,嫩豆腐,豆腐
紅辣椒,紅辣椒,辣椒
蔥,蔥,蔥
薑末,薑末,薑
麵粉,麵粉,麵粉
素蠔油,素蠔油,蠔油
絲瓜,絲瓜,絲瓜
雞蛋,雞蛋,雞蛋
水,水,水
鹽巴,鹽巴,鹽
枸杞,枸杞,枸杞
義大利麵,義大利麵,義大利麵
雞肉,雞肉,雞肉
乾辣椒,乾辣椒,辣椒
青蔥,青蔥,蔥
蒜頭,蒜頭,蒜
薑片,薑片,薑
花椒粒,花椒粒,花椒
熟花生,熟花生,花生
醬油,醬油,醬油
糖,糖,糖
米酒,米酒,米酒
太白粉,太白粉,太白粉
麻油,麻油,芝麻油
米粉,米粉,米粉
乾香菇,乾香菇,香菇
豬肉絲,豬肉絲,豬肉
紅蘿蔔,紅蘿蔔,紅蘿蔔
木耳,木耳,木耳
杏鮑菇,杏鮑菇,杏鮑菇
青蔥,青蔥,蔥
油蔥酥,油蔥酥,油蔥酥
史雲生雞湯,史雲生雞湯,雞肉
香菇汁,香菇汁,香菇
醬油,醬油,醬油
烏醋,烏醋,烏醋
水,水,水
白胡椒粉,白胡椒粉,白胡椒粉
香油,香油,芝麻油
紅心地瓜,紅心地瓜,地瓜
四季豆,四季豆,四季豆
梅花肉絲,梅花肉絲,豬肉
熟白芝麻粒,熟白芝麻粒,芝麻
水,水,水
醬油,醬油,醬油
米酒,米酒,米酒
細砂糖,細砂糖,糖
杏鮑菇,杏鮑菇,杏鮑菇
米酒,米酒,米酒
醬油,醬油,醬油
奶油,奶油,奶油
酪梨,酪梨,酪梨
蛋,蛋,雞蛋
義大利香料,義大利香料,香料
鹽,鹽,鹽
黑胡椒,黑胡椒,黑胡椒
大白蝦,大白蝦,蝦
啤酒,啤酒,啤酒
嫩薑,嫩薑,薑
蔥,蔥,蔥
大蒜,大蒜,蒜
鹽巴,鹽巴,鹽
豆鼓醬,豆鼓醬,黑豆
辣豆瓣醬,辣豆瓣醬,豆瓣醬
酒,酒,酒
糖,糖,糖
淡醬油,淡醬油,大豆
麻油,麻油,芝麻油
去骨雞腿肉,去骨雞腿肉,雞肉
糯米椒,糯米椒,糯米椒
蒜頭,蒜頭,蒜
辣椒,辣椒,辣椒
米酒,米酒,米酒
鹽,鹽,鹽
黑胡椒(白胡椒也可),黑胡椒,黑胡椒
花生醬,花生醬,花生
醬油,醬油,醬油
烏醋,烏醋,烏醋
香油,香油,芝麻油
熱開水,熱開水,水
麵條,麵條,麵條
嫩牛肉絲,嫩牛肉絲,牛肉
蔥(切段),蔥,蔥
粗豬絞肉,粗豬絞肉,豬肉
梅乾菜,梅乾菜,梅乾菜
雞蛋,雞蛋,雞蛋
醬油,醬油,醬油
米酒,米酒,米酒
太白粉,太白粉,太白粉
香油,香油,芝麻油
鹽巴,鹽巴,鹽
白胡椒粉,白胡椒粉,白胡椒粉
細砂糖,細砂糖,糖
綠豆芽,綠豆芽,綠豆芽
豬火鍋肉片,豬火鍋肉片,豬肉
蔥,蔥,蔥
油(可參一些麻油),油,食用油
鹽,鹽,鹽
胡椒,胡椒,胡椒
牛肉片,牛肉片,牛肉
洋蔥(切絲),洋蔥,洋蔥
水,水,水
醬油,醬油,醬油
清酒,清酒,清酒
味碄,味碄,米
砂糖(可省略),砂糖,糖
雞胸肉,雞胸肉,雞肉
新鮮香菇,新鮮香菇,香菇
蒜頭,蒜頭,蒜
薑,薑,薑
九層塔,九層塔,九層塔
辣椒(配色可略),辣椒,辣椒
麻油,麻油,芝麻油
沙拉油(也可以全用麻油),沙拉油,食用油
米酒,米酒,米酒
鹽,鹽,鹽
胡椒,胡椒,胡椒
太白粉,太白粉,太白粉
排骨,排骨,豬肉
栗子南瓜,栗子南瓜,南瓜
蒜末,蒜末,蒜
鹽,鹽,鹽
細砂糖,細砂糖,糖
米酒,米酒,米酒
香油,香油,芝麻油
絹豆腐,絹豆腐,黃豆
雞蛋,雞蛋,雞蛋
蔥,蔥,蔥
昆布醬油,昆布醬油,黃豆
梅花火鍋肉片,梅花火鍋肉片,豬肉
青蔥,青蔥,蔥
蒜頭,蒜頭,蒜
醬油,醬油,醬油
糖,糖,糖
米酒,米酒,米酒
香油,香油,芝麻油
鴻禧菇,鴻禧菇,鴻喜菇
雪白菇,雪白菇,菇
牛番茄,牛番茄,番茄
辣椒(配色可略),辣椒,辣椒
蔥花(也可用香菜),蔥花,蔥
蒜末(或薑絲),蒜末,蒜
醬油,醬油,醬油
高粱醋(或米醋),高粱醋,高粱
檸檬汁(無可用醋),檸檬汁,檸檬
糖,糖,糖
鹽,鹽,鹽
麻油,麻油,芝麻油
蛋,蛋,雞蛋
蓮藕粉,蓮藕粉,蓮藕
水,水,水
蔥花,蔥花,蔥
醬油膏,醬油膏,醬油膏
蕃茄醬,蕃茄醬,番茄醬
金針菇,金針菇,金針菇
味霖,味霖,味醂
日式柴魚醬油,日式柴魚醬油,柴魚
大白菜,大白菜,大白菜
紅蘿蔔,紅蘿蔔,紅蘿蔔
黑木耳,黑木耳,木耳
乾香菇,乾香菇,香菇
蝦米,蝦米,蝦
蒜頭,蒜頭,蒜
金針菇,金針菇,金針菇
豬肉絲,豬肉絲,豬肉
蔥花,蔥花,蔥
香菇水,香菇水,香菇水
醬油,醬油,醬油
烏醋,烏醋,烏醋
白胡椒粉,白胡椒粉,白胡椒粉
鹽,鹽,鹽
