ingredients,Unit,Grams_Per_Unit
"泡雞料：
香茅",根,30.0
胡蘿蔔,支,80.0
咖哩塊,?公克,25.0
中藥材,份,75.0
酒,瓶,750.0
黃豆乾,塊,75.0
豬里肌肉排,片,150.0
高湯雞塊,塊,15.0
鱸魚淨肉,尾,200.0
蒜泥,顆,40.0
柴魚,g,1.0
熟蝦仁,粒,4.0
美生菜,片,15.0
鴨蛋,顆,70.0
燜煮汁,鍋,0.0
1.高麗菜卷,葉,65.0
紙鍋蓋,個,0.0
白芷,錢,3.75
鴻喜菇,朵,125.0
雞柳,條,40.0
香茅,支,30.0
新鮮河粉,張,75.0
小黃瓜,半支,60.0
岩燒海苔片,張,1.5
B.水蜜桃,片,25.0
糖漬紅櫻桃,粒,6.0
C.香草戚風蛋糕,片,75.0
嫩薑,塊,75.0
肉桂,粉 少許,0.0
小白菜,顆,75.0
法國麵包,個,150.0
雞心,顆,8.0
甜椒,顆,175.0
黃金雞蛋,顆,55.0
罐頭鳳梨,小片,12.0
剝皮辣椒,條,15.0
白帶魚,條,300.0
牛奶,c.c,1.0
牛肉,片,35.0
A.蛤蜊,顆,20.0
淡菜,顆,20.0
花枝,小片,30.0
新鮮月桂葉,片,0.5
綜合滷包,包,35.0
蝦目魚,尾,150.0
老薑切片,片,8.0
料理米酒,瓶,750.0
罐頭玉米醬,罐,400.0
罐頭玉米粒,小罐,200.0
蒜頭末,瓣,4.0
豬肉罐,罐,0.0
罐頭鳳梨,瓶,0.0
"裝飾：
柳橙片",顆,15.0
乾瓣煮,條,2.0
市售蒲燒鰻,條,150.0
海苔,又1/2片,2.0
饅頭,個,70.0
細砂糖,小匙半,4.0
膳魔師時尚享瘦鍋,隻,0.0
子齊,粒,0.0
小竹節筒,個,0.0
泡打粉,又1/2小匙,4.0
豬油,又1/2小匙,4.5
蘿勒,~5片,0.8
鴨掌,支,40.0
潮式淋水,鍋,0.0
C.白酒,c.c,1.0
番茄醬,c.c,1.0
太白粉水,大茶匙,15.0
E.竹籤,支,0.0
肉燥,碗,200.0
蛋,隨意,55.0
米酒,c.c,1.0
牛高湯,c.c,1.0
燒餅,張,100.0
鱈魚下巴,片,75.0
"火鍋料：
大白菜",片,30.0
小香腸,個,20.0
高麗蔘,支,15.0
去骨雞腿肉,個,200.0
新鮮百合,個,65.0
萊姆,個,60.0
罐頭田螺,顆,3.0
"湯底材料：
洋蔥",顆,175.0
"火鍋料：
芋頭塊",塊,40.0
魚餃,個,12.0
豬耳朵,副,200.0
錫箔紙,片,0.0
全麥蛋餅皮,張,40.0
紅辣椒絲,條,1.5
大豆苗,包,200.0
"組合：
手指餅乾",條,7.0
"麵糊：
蛋",顆,55.0
圓甜不辣,片,20.0
油豆腐,片,15.0
香草海綿蛋糕,片,75.0
飯,碗,180.0
醬油,湯匙,15.0
泡發魷魚,條,75.0
牡蠣,顆,15.0
A.長條法國麵包,段,40.0
B.蘿蔓生菜,片,15.0
市售煙燻火腿,大片,40.0
不沾鍋,隻,0.0
芝心麵皮,片,7.0
醋溜淡菜,顆,15.0
紅蘿蔔,中1條,80.0
蛋白,一顆,32.0
巧達起士片,片,20.0
梅花火鍋肉片,片,25.0
圓形硬紙模,個,0.0
草魚尾,尾,200.0
鮑魚菇,大朵,150.0
廣東A菜,片,15.0
南薑片,數片,0.0
燒酒雞藥材包,包,50.0
吐司邊,條,5.0
市售披薩醬,小罐,150.0
大里肌排,片,150.0
麻辣滷汁,鍋,500.0
漬黃蘿蔔,片,5.0
愛文芒果,顆,300.0
鯕魚片,片,80.0
"裝飾：
青江菜",棵,100.0
乾干貝,顆,5.0
草魚肉,片,50.0
"滷汁：
八角",個,2.0
芥菜心,個,150.0
紅蘿蔔丁,條,10.0
胡椒粉,隨意,0.0
肥牛肉薄片,片,10.0
咖啡冰糖,條,5.0
低筋麵粉,又1/3杯,40.0
蔥花,又1/2茶匙盤即可。,2.5
魚酥,片,30.0
雞里肌條,條,50.0
石古子,顆,20.0
香油,數滴,0.0
菲利牛排,塊,200.0
鯷魚,條,20.0
A.鴨蛋,顆,70.0
紹興酒,瓶,500.0
洋菇,個,20.0
洋蔥碎,湯匙,15.0
紅甜椒碎,湯匙,15.0
大蒜碎,湯匙,15.0
馬自拉起司,小片,10.0
紅蒜頭,顆,30.0
香菜根,根,5.0
鱈場蟹腳,隻,20.0
綠色花椰菜,朵,500.0
杏鮑菇,片,15.0
五花肉,塊,250.0
"內餡：
五花肉片",片,25.0
A.伯爵茶包,包,2.0
D.伯爵茶包,包,2.0
Ｂ.豬大排,片,150.0
燜香土豆罐頭,罐,200.0
金針,束,150.0
檸檬油,滴,0.05
伊麵,個,100.0
鯛魚片,大片,100.0
尼羅魚,條,300.0
脆皮披薩麵皮,片,100.0
韭菜花,條,5.0
菠菜,根,20.0
蒜,支,5.0
珊瑚菇,盒,150.0
牛蒡,半支,30.0
E.市售麻糬皮,片,25.0
香腸片,條,10.0
吳郭魚,隻,400.0
豬肝連,塊,200.0
義大利管麵,人份,90.0
鮮奶油,罐,200.0
A.泰式乾河粉,包,250.0
紅咖哩,又1/2茶匙,7.5
掛包,個,50.0
醃漬黃蘿蔔,∼4片,28.0
A.蒜頭,粒,5.0
紫蘇葉,數片,6.0
義式香草麵包,個,70.0
A.土雞,隻,2000.0
皇帝菜,條,25.0
"內餡：
臘腸",條,70.0
鮮蝦,半斤,300.0
冷凍炸雞塊,塊,25.0
高麗菜,半顆,500.0
干瓢煮,條,1.5
玉子燒,條,250.0
鰻魚,條,300.0
B.粽葉,約30張,15.0
豬肉醬罐頭,罐,200.0
筊白筍,棵,200.0
a.荷葉,張,10.0
紅牛腱,個,200.0
芥蘭菜,株,40.0
1.滷包,小包,10.0
玉米梗,枝,150.0
貢丸,粒,20.0
瓠瓜,粒,1000.0
明蝦,隻,30.0
鯧魚,條,150.0
浦燒鰻,條,150.0
檸檬屑,個份,3.0
調味蕃茄丁沙司,罐,400.0
玉米餅,片,25.0
綠辣椒末,根,15.0
冷凍起酥派皮,張,250.0
冷凍起酥皮,數片,300.0
A.新鮮香菇,∼10朵,150.0
冷白飯,碗,180.0
蛋白,個、,33.0
九層塔冷凍塊,塊,35.0
酸菜心,顆,300.0
天婦羅片,片,30.0
有機蘋果,顆,200.0
起酥片,片,75.0
麦芽糖,∼4大匙,100.0
"便當材料：
紅燒牛腩",塊,150.0
越前棒,條,75.0
針線,組,0.0
鰻魚罐頭,罐,200.0
A.紅參,半錢,1.875
炒白芍,錢,3.75
紅棗,枚,7.0
麦芽,錢,3.75
谷芽,錢,3.75
山楂,錢,3.75
枹杞,錢,3.75
B.雞腿,隻,150.0
Ｃ.蛋,顆,55.0
世蒜醬,包,20.0
1.宮保醬,包,20.0
罐頭辣肉醬,罐,200.0
香菜葉,根,1.5
長糯米飯,碗,180.0
紅燒鰻魚,塊,75.0
麵粉,+1/2匙,5.0
紅蘿蔔,粒,30.0
細糖,又1/2茶匙,6.0
蔥油餅,張,120.0
罐頭榮螺肉,罐,200.0
紅椒絲,顆,150.0
叉燒肉片,片,15.0
糖漬鳳梨片,片,15.0
石鍋拌麵醬,份,40.0
芥菜,株(切末),200.0
嫩薑,小塊(切絲),15.0
C.雞高湯,c.c,1.0
熟鵪鶉蛋,顆,12.0
蔥,半條,8.0
美式香腸,片,15.0
墨西哥辣椒,支,25.0
草莓優格,瓶,200.0
巧克力棒,支,15.0
在來米粉,杯。,140.0
"內餡材料：
絞肉",半斤,300.0
"味噌煮汁：
醋漬梅",粒,15.0
竹筍2,支,150.0
鯖魚罐頭,罐,150.0
豬肚,付,800.0
豬腳,塊,450.0
荷葉,大片,30.0
乾燥香菇,朵,5.0
海苔片,數片,9.0
臘腸,根,60.0
肝腸,根,60.0
3.香菇,朵,15.0
烤鴨,隻,2000.0
吐司麵包,條,500.0
新鮮迷迭香,支,3.0
台灣啤酒,罐,330.0
"麵糊：
蛋黃",顆,19.0
傳統肉燥,碗,150.0
熱狗腸,條,50.0
蝦頭殼,隻,5.0
空心菜,~4根,60.0
冷凍豆腐,大塊,200.0
手工麵,人份,250.0
熟烏龍麵,份,250.0
海綿蛋糕片,片,40.0
馬蹄肉,粒,12.0
冷凍酥皮,大片,150.0
牛肚,個,400.0
百香淋汁,鍋,0.0
紅蘿蔔,粒,30.0
荷蘭豆,根,1.5
長江豆,條,15.0
C.蛋黃,顆,18.0
蚵,顆,20.0
魷魚,片,150.0
麵包,個,65.0
甜味塔皮,吋1個,50.0
網油,張,35.0
1.消化餅,片,15.0
2.草莓,顆,20.0
3.奇異果,個,85.0
紅茶凍:紅茶包,包,2.5
"外皮：
熟鹹蛋黃",顆,18.0
魷魚罐頭,個,120.0
牛絞肉,均可,0.0
香菇水,小碗,125.0
市售烤鰻魚,尾,150.0
魚豆腐揚,包,150.0
其他關東煮料,各適量,0.0
大骨濃縮汁,罐,250.0
棒棒雞腿,隻,100.0
小香腸,條,30.0
小蕃茄,片,10.0
鱈魚肉,一片,150.0
日本三角油豆腐,片,25.0
3.紅茶包,包,2.5
B.小蕃茄,顆,12.0
新鮮紅辣椒,根,7.0
新鮮青辣椒,根,7.0
大白皮,半斤,300.0
加州蜜李,顆,60.0
"裝飾材料：
白菜絲",片,50.0
水蜜桃水果片,片,30.0
竹莢魚,條,150.0
A.雞翅,隻,40.0
羅美生菜,一片,25.0
A.黑咖啡,∼2杯,480.0
B.咖啡渣,∼4大匙,24.0
肋排,支,75.0
糖蒜,顆,5.0
A.去骨雞腿排,片,200.0
B.青花菜,小朵,25.0
自製魚露拌醬,中匙,10.0
自製烤肉沾醬,中匙,10.0
鯛魚排,片,200.0
"醃醬料：
香油",c.c.,1.0
醬油,c.c,1.0
"藥材：
當歸",片,3.0
罐頭鳳梨片,片,65.0
夏威夷果仁,顆,2.0
熟蟹肉條,條,18.0
白報紙,張,5.0
好菇道鴻喜菇,包,125.0
玉米段,段,65.0
羊肉片,盒,250.0
"中藥：
廣皮",錢,3.75
黑棗,錢,3.75
紅棗,錢,3.75
2.蔥段,支,15.0
6.小茴香,錢,3.75
茴香,錢,3.75
1.雞蛋土司,片,35.0
2.洋蔥,顆,150.0
3.鯛魚片,片,120.0
4.印度咖哩塊,塊,30.0
乾蔥頭,粒,4.0
牛骨高湯,CC,1.0
清雞腿,隻,200.0
原味優酪乳,湯匙,15.0
綠蘆荀,支,200.0
保鮮膜,捲,0.0
E.蛋黃,顆,18.0
豬皮,塊,70.0
小朵香菇,朵,12.0
匈牙利辣腸,片,7.0
牛霜降肉片,盒,300.0
"煮物料：
雞肉丸",顆,20.0
薑,錢,3.75
雞粉,又1/2茶匙,2.5
麵糊C:雞蛋,顆,55.0
巧克力海綿蛋糕,份,100.0
"材料1：
腐皮",張,20.0
肉醬罐頭,罐,180.0
小竹輪,個,30.0
洋蔥片,片,7.0
火鍋牛肉片,盒,300.0
鴨翅,隻,60.0
廣式滷鴨翅滷包,包,250.0
砂鍋,個,0.0
紅辣椒段,條,7.0
A.起酥皮,片,50.0
起酥皮,張,50.0
麥門冬,錢,3.75
秀珍菇,盒,120.0
蔥段,功課,0.0
雞中翅,支,25.0
鮮魷魚,尾,450.0
小番茄,粒,15.0
豬尾,條,200.0
寧波年糓,條,70.0
炸雞排,片,150.0
豆仔魚,尾,20.0
青辣椒,條,15.0
蕃茄碎,個,150.0
意麵,球,150.0
粄條皮,片,2.0
甜不辣,∼6片,10.0
水,大杯,400.0
豬大腸,條,200.0
醬油,滴,0.0
蛋清,粒,30.0
鴨胸,片,100.0
鵝胸肉,塊,25.0
C.蘋果,個,180.0
A.牛心,個,500.0
檸檬皮末,個,8.0
圓鱈片,片,70.0
雞高湯罐,罐,400.0
魷魚,支,300.0
豚骨高湯塊,塊,15.0
青木瓜,個,700.0
F.去邊土司,片,28.0
B.水餃,顆,25.0
全麥吐司,片,28.0
雞胸,付,180.0
帶骨雞,隻,1000.0
紅蟳,隻,300.0
紅甜椒絲,顆,180.0
黃甜椒絲,顆,180.0
羊腩,顆,150.0
扇形米紙,張,7.0
紅蘿蔔片,公,0.0
4.檸檬汁,個,40.0
通草,分,8.0
小黃瓜片,數片,20.0
A.去皮番茄粒,顆,120.0
B.蝦仁,隻,12.0
冷凍干貝,粒,20.0
淡菜,粒,18.0
大蛤蜊,顆,40.0
海鱸魚,小塊,65.0
香菜末,湯匙,7.0
市售滷味包,包,20.0
紫蘇茶梅,顆,8.0
棕繩,條,0.0
青蔥尾,根,6.0
白蘿蔔,小段,75.0
薄片油豆腐,片,15.0
Ａ.美生菜,片,15.0
Ｃ.口袋餅,個,60.0
Ａ.酪梨,個,200.0
西式滷包,個,25.0
墨魚,隻,225.0
麵粉,小碗,125.0
A.水,c.c,1.0
雞高湯,c.c,1.0
三節翅,隻,75.0
A.白蝦,尾,20.0
雞腿排,片,150.0
生蛋黃,顆,18.0
辣肉醬罐,罐,180.0
泡麵調味料包,全部,10.0
客家老豆腐,塊,250.0
豆包末,片,15.0
新鮮活龍蝦,半尾,300.0
蘑菇,~5個,90.0
Fontina起司,約5片,125.0
冷凍豆腐,片,65.0
嫩薑片,片,3.0
B.太白粉水,+1/2小匙,2.0
A.雞排肉,塊,150.0
C.蛋,顆,55.0
白飯,人份,180.0
控肉滷汁,CC,1.0
油麵,份,180.0
蒜末,個,5.0
2.高湯,~5杯,1200.0
雞胸肉,付,180.0
綠豆粉絲,張,25.0
台式香腸,根,65.0
肉桂粉,又1/2小匙,2.0
羊里肌,約200g,200.0
嫩薑,片,7.0
D.全蛋,顆,55.0
牛腱心,個,200.0
泰國魚露,又1/2茶匙,2.5
赤鯮魚,片,50.0
檸檬片,顆,10.0
干貝捲,個,10.0
鹹水雞腿,隻,200.0
煙燻起士片,片,20.0
雞肝,個,25.0
雞肫,個,25.0
貝殼模型,數個,0.0
芋頭塊,個,50.0
鴻蛋,粒,12.0
栗子,∼15粒,12.0
熱高湯,∼8碗,250.0
紅蘿蔔片,∼4片,5.0
青蒜片,條,15.0
沾料,：,0.0
"配料：
茄子",條,200.0
"中藥：
枸杞",錢,3.75
熟地黃,錢,3.75
炙黃耆,錢,3.75
蔘鬚,錢,3.75
澎湖絲瓜,條,300.0
白胡椒粒,粒,0.1
香葉,錢,3.75
山奈,錢,3.75
滷牛腱肉,粒,15.0
鴨脖子,支,150.0
河粉皮,張,25.0
無骨牛小排,條,180.0
檸檬汁,又1/4茶匙,1.25
粗辣椒粉,茶匙。,4.0
A.全蛋,顆,55.0
壽司飯,大碗,250.0
細麵,份,80.0
a.親子丼汁,CC,1.0
青椒,圈,5.0
洋蔥,圈,5.0
紅面鴨,隻,2000.0
薑母鴨藥包,包,50.0
生菱角,個,20.0
水,又9/10杯,216.0
油魚,片,50.0
"材料2：
洋蔥",顆,150.0
泡魷魚頭,個,200.0
透抽頭,個,200.0
市售熟豬肚,個,100.0
豬小排,塊,80.0
方形蒸盤,個,0.0
B.月桂葉,片,0.5
小豆蔻,顆,5.0
蕃茄,粒,150.0
魚板,小塊,20.0
金針,小撮,2.0
紅蘿蔔末,片,5.0
A.湯包皮,張,5.0
銀杏,顆,1.5
生干貝,個,10.0
魚板片,片,12.0
香菇片,片,8.0
雞肉丁,個,20.0
草蝦仁,支,15.0
泰國辣椒,條,7.0
厚片土司,大片,50.0
花椒,粒,0.2
A.紅色鱈魚卵,條,15.0
魚下巴,片,75.0
B.蕃茄,個,150.0
1.竹笙,條,200.0
香草冰淇淋,大球,100.0
大黑豆乾,片,40.0
香草條,條,3.0
吐司麵包,片,30.0
細陽春麵,份,0.0
蠔油,又1/2小匙,2.5
木棉豆腐,盒,350.0
紅花,錢,3.75
酒釀用酒麴,個,20.0
1.新鮮百里香,枝,1.5
沙朗牛排,片,200.0
B.黃耆,片,3.0
河粉,張,40.0
C.太白粉,又1/2匙,2.0
A.奇異果,顆,85.0
辣椒段,支,7.0
番茄片,顆,80.0
油麵,人份,0.0
B.蛋白,顆,33.0
辣椒,半支,3.5
人參鬚,小把,30.0
橘甜椒,個,200.0
C.鹽,又1/2小匙,3.0
黑櫻桃灌頭,瓶,0.0
B.迷迭香,支,1.5
鼠尾草,支,1.5
百里香,支,1.5
紅辣椒,∼4支,28.0
噴火槍,支,0.0
洋蔥,半個,100.0
鹹水雞,副,800.0
奶油白醬,CC,1.0
蛋白,半顆,16.5
蒜白,根,15.0
A.綜合滷包,包,0.0
B.雞翅,支,65.0
溫水麵糰,份,0.0
柳橙,粒,200.0
A.大腸頭,條,150.0
快鍋,個,0.0
鵝掌,隻,40.0
義大利千層麵,片,25.0
A.牛蒡,根,200.0
肉粽,顆,0.0
E.糖漬栗子,顆,12.0
F.蛋黃,顆,18.0
船型麵包,個,65.0
火腿片丁,片,15.0
紅蕃茄塊,片,0.0
排骨,半斤,300.0
薄片披薩皮,片,20.0
模型容器,數個,80.0
鳳梨丁,罐,350.0
蘋果丁,個,180.0
B.雞高湯,c.c,1.0
青甜椒,顆,150.0
小黃瓜,枝,75.0
紅櫻桃,粒,5.0
雞腿排,支,180.0
西生菜,粒,5.0
豬肉罐頭,瓶,400.0
薄荷葉,根,5.0
小黃瓜,小條,75.0
壽司海苔,片,5.0
竹筍,半隻,150.0
醬油,紹訸,14.0
紅色辣椒,條,20.0
可樂滷汁,鍋,4000.0
熟炸魚,條,150.0
紅甜椒絲,個,180.0
錫蘭紅茶,茶包,3.0
細麵,人份,120.0
梅干,粒,5.0
炸豬排,片,150.0
羊膝,隻,750.0
丸子,顆,25.0
米茄,條,120.0
A.鱸魚,條,250.0
C.青蔥,支,15.0
餅乾,片,10.0
水發魷魚,條,200.0
香菇塊,朵,20.0
無骨雞腿排,片,150.0
甜豆,根,5.0
去骨鱸魚肉,片,150.0
"材料2：
大蒜",瓣,5.0
雞高湯,c.c.,1.0
凍豆腐,板,350.0
豬里肌,片,50.0
巧克力,片,10.0
中捲,尾,15.0
去骨肉雞腿,個,180.0
南瓜,數片,100.0
挖空大蕃茄,個,180.0
大茴香,顆,3.0
巧克力派,∼2片,250.0
香草冰淇淋,∼3球,180.0
"滑蛋A：
雞蛋",顆,60.0
"其他材料：
茄汁炒飯",碗,300.0
牛肉湯,碗,300.0
鹹菜心,個,100.0
蛋液,C.C,1.0
A.不切開的豬肋骨,條,500.0
B.蘋果,顆,180.0
饅頭,數個,80.0
C.戚風蛋糕,片,50.0
鯛魚,尾,200.0
蜂蜜咖哩塊,片,10.0
豬前腿,支,750.0
紅銀鯧魚,尾,300.0
海蔘,條,1.0
桶筍,支,75.0
A.馬鈴薯,個,180.0
Ａ.洋蔥,顆,180.0
長型炸麵包,份,120.0
熱油,湯匙,14.0
水,湯匙,15.0
王子麵,包,90.0
蒟蒻,包,50.0
旗魚,∼4片,100.0
味噌,包(約1碗),75.0
糖,碗,150.0
芹菜,株,150.0
豬里肉,片,40.0
冬粉,小捆,60.0
焗烤盤,個,0.0
板豆腐,半塊,180.0
韭菜,束,120.0
塔塔粉,少許公克,0.0
A.牛肚,個,150.0
B.萬用滷包,個,3.0
新鮮腐皮,片,15.0
紅辣椒,個,7.0
蒲燒鰻,條,200.0
小香腸片,片,7.0
德國香腸片,片,20.0
黑橄欖片,片,1.0
貝果,顆,10.0
燻雞胸,片,40.0
"醬料：
酸黃瓜碎",根,40.0
鴨血,大塊,350.0
豬小排,斤(寸段),600.0
醬油,又 1/2大匙,15.0
仿土雞雞胸肉,半副,250.0
雞油,半斤,300.0
香菇甘露煮,朵,15.0
紫萵苣,葉,1.0
吐司火腿,片,20.0
香油,、2滴,0.05
韭黃,段20g,20.0
鯽魚,條,180.0
A.鴨血,塊,200.0
芹菜段,支,40.0
蒜片,大顆,4.0
市售鹽蛋黃,顆,18.0
水,小碗,150.0
"包裝：
粽葉",片,3.0
五香豆干,片,25.0
豬大骨,付,750.0
蒜苗片,根,30.0
紅辣椒片,片,1.0
青蔥,小段,7.0
九孔,顆,75.0
五花肉,條,180.0
甘露栗子,粒,15.0
B.威化紙,張,3.0
韓國泡菜,包,300.0
菠菜飯,碗,180.0
鑫鑫腸,個,15.0
棒棒雞,隻,500.0
新鮮茴香,支,80.0
A.洋蔥絲,顆,180.0
C.紅酒,c.c,1.0
肉雞雞腿,隻,120.0
罐裝洋梨,數片,120.0
魚高湯,半碗,125.0
青蒜,片,8.0
鯊魚肉,片(約6兩),225.0
細砂糖,茶匙半,6.0
漢堡寶,個,200.0
基本麵糊,份,150.0
德式香腸,根,75.0
越南米線,包,300.0
九孔,個,40.0
人蔘鬚,條,200.0
原味香腸,條,75.0
槓子頭,顆,1000.0
D.雞蛋,顆,55.0
乾燥粉紅玫瑰花,朵,0.8
美生菜葉片,片,15.0
C.巧克力蛋糕,大片,120.0
牛尾,條,150.0
C.香草條,條,30.0
麦克雞塊,塊,18.0
蘋果片,個,180.0
奇異果丁,個,85.0
魷魚,尾,150.0
罐頭螺肉,瓶,300.0
大蔥段,支,20.0
花枝,條,15.0
喜相逢魚,尾,150.0
A.雞里肌,條,65.0
雞里肉肉片,片,20.0
蘿蔓萵苣,顆,25.0
里肉肉,片,20.0
大蔥,根,250.0
大蒜片,片,2.0
火雞肉,片,25.0
大里肉肉片,片,35.0
白切雞,半隻,600.0
水,又1/2小匙,2.5
黨參,支,250.0
"餡料3：
吉利丁片",片,2.5
"淋醬3：
吉利丁片",片,2.5
炸魚,支,100.0
乾黑木耳,朵,3.0
蒸肉粉,包,75.0
龍骨,塊,150.0
米血糕,片,60.0
水,又1/4杯,60.0
1.蒜頭,粒,60.0
小蕃茄片,顆,20.0
黃豆干,片,40.0
B.陳皮,片,1.5
肉桂卷,根,8.0
C.薑,段,35.0
紅甘蔗,根,300.0
真空包竹筍,條,300.0
泡麵肉燥包,包,10.0
吳仔魚,尾,150.0
雞肉丁,公公克,1.0
甘蔗皮,一把,75.0
熟雞肉,片,40.0
煎蛋,片,55.0
煎熟的培根,片,15.0
蔭瓜罐頭,罐,300.0
黃玉米,支,200.0
熟十穀飯,碗,180.0
檸檬皮屑,顆,5.0
蛋黃液,顆,18.0
B.小番茄,顆,15.0
C.土雞蛋,顆,55.0
冰塊水,鋼盆,0.0
醬油,∼6大匙,15.0
A.盒裝豆腐,盒,350.0
大骨湯,ｃｃ,1.0
黑豆乾,大塊,150.0
香菜,枝,7.0
港式肝腸,根,75.0
蜜汁火腿,包,150.0
素方餅,包,150.0
烤素方,包,150.0
紅椒,支,10.0
醃燻雞肉片,大片,70.0
培根,大片,25.0
Ａ.鯷魚罐頭,罐,170.0
吐司,條,25.0
鋁箔碗,個,0.0
A.冰皮月餅皮,份,35.0
A.中卷,尾,150.0
"材料3：
吉利丁片",片,2.5
咖哩粉,∼5大匙,8.0
魚,尾,150.0
"配料：
紅蔥頭",碗,150.0
金鉤蝦米,各適量,0.0
醬油約,∼6大匙,15.0
日式咖哩塊,格,25.0
"內餡：
鳳梨罐頭",罐,350.0
冰塊,約11塊,15.0
泰國檸檬葉,片,0.3
黃豆醬,又1/3大匙,15.0
小辣椒,根,7.0
紅辣椒片,支,5.0
鹽水滷汁,鍋,0.0
四破魚,斤(4∼6尾),500.0
"材料Ａ：
饅頭",個,75.0
"材料Ｃ：
小黃瓜",條,75.0
"調味料Ａ：
滷包",包,35.0
蛋,又1/2顆,55.0
黃瓜,根,200.0
仿土雞腿,支,65.0
腐皮,塊,35.0
桂皮,小根,7.0
羊小排,隻,120.0
鯖魚,條,150.0
巧克力豆,顆,0.75
杏仁片,片,0.75
保鮮膜,個,0.0
長形模型,個,0.0
美乃滋,條,15.0
酸菜,葉,50.0
棉線,條,0.0
素肉,片,30.0
素蛋黃,顆,15.0
小鮭魚,尾,150.0
椰漿,CC,1.0
鮮百合,片,5.0
鴻禧菇,包,120.0
羔羊排,片,100.0
芥蘭,枝,50.0
抹茶冰淇淋,球）,50.0
白玉,粒,1.0
大蒜,個,50.0
乾香菇絲,朵,8.0
大草蝦,隻,30.0
地瓜葉,葉,5.0
涼拌小黃瓜,根,100.0
A1,牛排醬  3小匙,15.0
芥末,又1/2小匙,7.5
B.青蔥段,枝,10.0
蔥段,支公克,10.0
梭子蟹,隻,200.0
芥菜段,枝,50.0
熟水餃,顆,20.0
大蝦仁,尾,20.0
越南米紙,張,5.0
鍋貼,張,25.0
A.蘿蔔,條,150.0
瑪琪琳,湯匙,15.0
"炸粉：
雞蛋",顆,50.0
青江菜,朵,150.0
茄汁炒飯,碗,250.0
麻油,湯匙,15.0
沙拉油,湯匙,15.0
番茄,兩顆,80.0
熟皮蛋,顆,70.0
蛋,兩顆,50.0
洋蔥貝果,個,100.0
A.檸檬,顆,100.0
白飯,小碗,150.0
小布丁,個,100.0
豬小腿,支,200.0
杏桃乾,顆,5.0
雞腳冷凍包,包,400.0
中芥蘭,支,50.0
白斬雞,隻,1000.0
蘋果塔,顆,100.0
臭豆腐,大塊,150.0
草莓冰淇淋,球,50.0
巧克力冰淇淋,球,50.0
冰淇淋餅乾碗,個,50.0
巧克力餅乾,片,15.0
芝心比薩皮,片,150.0
豆乾片,片,15.0
火鍋蟹肉棒,條,20.0
罐頭水煮鮪魚,罐,185.0
鴨肉,半斤,300.0
C.太白粉,碗,150.0
鱔魚下巴,個,30.0
豆簽,包,80.0
2.鹽,又1/2小匙,2.5
絲瓜,個,400.0
雞掌,隻,25.0
b.牛油汁,CC,1.0
越南薄餅,片,7.0
荸薺,個,20.0
筍絲,半斤,300.0
茶梅,粒,10.0
蜜蘋果,顆,200.0
1.韓國小白蘿蔔,個,75.0
2.蒜末,粒,1.0
調味肉醬沙司,罐,300.0
七星鱸魚,條,200.0
A.雞高湯塊,塊,15.0
蘑菇片,朵,20.0
豬里肌肉塊,塊,200.0
青椒塊,塊,75.0
厚片吐司,一片,45.0
白蝦,支,20.0
彩筆,支,0.0
鴨頭,隻,150.0
黃捲鬚生菜,片,7.0
雕魚,片,150.0
蒜苗,枝,15.0
奇福餅乾,片,3.0
小黃瓜圓片,片,1.5
日式炸豬排,塊,200.0
2.新鮮薰衣草,枝,7.0
開水,碗,250.0
飛天麻辣燙汁,鍋,1000.0
越南米紙,片,7.0
"內餡：
鮪魚罐頭",罐,150.0
B.紅茶包袋,個,2.5
泡麵調味料包,包,10.0
銀花鱸魚,尾,350.0
藜麥葉,片,1.5
辣味肉醬罐頭,罐,300.0
有雞蛋,顆,60.0
1.土雞雞腿,隻,200.0
2.青江菜,株,75.0
D.洋蔥,顆,200.0
水,又1/2匙,7.5
牛肉湯塊,小塊,15.0
排骨,塊,75.0
玉米棒,條,200.0
肉骨茶香料包,包,15.0
小龍蝦,個,100.0
豉油,C.C,1.0
帶骨排骨肉片,片,150.0
萬用滷包,包,15.0
蟹味棒,根,15.0
"煮物料：
冷凍水餃",粒,20.0
熟鹹豬肉,條,150.0
"沾醬：
青蔥",支,15.0
上等五花肉,一塊,350.0
市售塔皮,片,35.0
長豆,條,7.0
蒜蒂,個,40.0
紅糟,碗,250.0
細油麵,球,150.0
燙雞腿,支,200.0
西芹條,條,40.0
大蒜,O公克,1.0
味噌油魚,片,120.0
檸檬角,片,20.0
三明治火腿,片,20.0
A.蛋糕體,塊,80.0
"內餡材料：
藍莓醬",罐,300.0
A.薄片油豆腐,片,15.0
乾香菇,片,7.0
魚露,+1/2小匙,5.0
山東大白菜,個,1500.0
巴西里,小束,20.0
鹽,茶匙半,5.5
長蔥,支,30.0
4.蛋,又1/2個,55.0
目孔魚,尾,200.0
Ｃ.白菜,又1/2個,750.0
蔥油餅,數張,120.0
草魚塊,塊,150.0
鱸魚,塊,150.0
威化紙,張,2.0
"內餡1：
大豆苗",公,1.0
A.花枝,隻,300.0
鱸魚片,片,120.0
活蟹,隻,350.0
鮮奶,碗,250.0
煎鱈魚片,片,120.0
B.紅酒醋,CC,1.0
橄欖油,CC,0.92
紅蔥頭,~2顆,10.0
